Trait,"Trait_Cat","Geneset","Geneset_Type","Geneset_Cat","Geneset_SubCat","Geneset_Cat_Detailed","CNV_Type","Effectsize","se","p_value","FDR_p_value","Effectsize_outside","se_outside","p_value_outside","FDR_p_value_outside"
"Depression","Brain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DUP",0.00374582,0.009066861,0.022242716,0.10880101,4.64458e-4,1.94162e-4,0.016752131,0.02281115
"EA","Brain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.005397948,0.017601219,0.689854429,0.848762666,-0.019193947,0.001517318,1.14e-36,4.28e-35
"EA","Brain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DUP",-0.0090867,0.009066861,0.189373901,0.428320908,-0.00790737,8.19882e-4,5.21e-22,4.990000000000001e-21
"FEV1","NonBrain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DUP",-0.005075936,0.009066861,0.344333349,0.601125277,-0.005850564,6.36751e-4,4.01e-20,3.38e-19
"FEV1","NonBrain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.029380971,0.017601219,0.004802269,0.036672775,-0.01421105,0.001173815,9.869999999999999e-34,2.64e-32
"FI","Brain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DUP",-0.023712186,0.009066861,0.007275514,0.049321451,-0.007488156,0.001071026,2.72e-12,1.22e-11
"FI","Brain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DEL",0.006796577,0.017601219,0.708509206,0.860066307,-0.023504612,0.002014052,1.84e-31,3.73e-30
"FVC","NonBrain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DUP",-0.00540752,0.009066861,0.298701235,0.555790521,-0.005883788,6.17269e-4,1.55e-21,1.43e-20
"FVC","NonBrain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.034948393,0.017601219,5.39675e-4,0.00707701,-0.013675065,0.001137959,2.92e-33,7.5e-32
"Gamma","NonBrain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DEL",0.015687881,0.017601219,0.231859164,0.481902652,0.002534802,0.001483711,0.087559175,0.107429937
"Gamma","NonBrain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DUP",0.022797749,0.009066861,6.82995e-4,0.008440148,5.72566e-4,7.95495e-4,0.471672543,0.509677863
"Glucose","NonBrain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DUP",0.003909569,0.009066861,0.597295972,0.795649439,5.75692e-4,8.76921e-4,0.511507844,0.548475827
"Glucose","NonBrain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DEL",0.033082994,0.017601219,0.02307653,0.111770803,0.001465687,0.001636385,0.37042114,0.409144974
"GP","Brain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.013076056,0.017601219,0.043989454,0.16967197,0.002300984,7.28127e-4,0.001577034,0.002522162
"GP","Brain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DUP",0.002844957,0.009066861,0.392213856,0.644338889,0.001265272,3.9458e-4,0.001343106,0.002168437
"GuiltyFeelings","Brain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DEL",0.019647317,0.017601219,0.525020806,0.752788459,-5.15662e-4,0.003535398,0.883890926,0.896558635
"GuiltyFeelings","Brain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DUP",0.038298972,0.009066861,0.015421489,0.085035188,0.001206188,0.001875131,0.520062712,0.556958731
"HbA1c","NonBrain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DUP",0.006916218,0.009066861,0.310092019,0.566955662,0.00263331,8.08956e-4,0.001133232,0.001852853
"HbA1c","NonBrain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DEL",0.015100664,0.017601219,0.256998324,0.510476595,0.007710604,0.001494405,2.48e-7,6.68e-7
"HDL","NonBrain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.00713248,0.017601219,0.59307228,0.79391178,-0.012491744,0.001499135,7.93e-17,5.08e-16
"HDL","NonBrain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DUP",0.005280635,0.009066861,0.436263807,0.682764181,-0.004407307,8.0399e-4,4.21e-8,1.26e-7
"HeartRate","NonBrain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DEL",3.51855e-4,0.017601219,0.980077748,0.991560489,0.010066334,0.001589891,2.43e-10,9.16e-10
"HeartRate","NonBrain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DUP",0.0053008,0.009066861,0.464510055,0.704865893,0.003119279,8.58115e-4,2.77976e-4,5.03406e-4
"Hypertention","NonBrain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DUP",-0.002165906,0.009066861,0.895149068,0.954938573,0.007034149,0.001931953,2.84279e-4,5.13626e-4
"Hypertention","NonBrain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DEL",0.033217579,0.017601219,0.29345225,0.550018459,0.00810581,0.003576634,0.024217356,0.032185366
"IGF1","NonBrain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DUP",-0.005151987,0.009066861,0.457509165,0.69951396,-0.001766008,8.22523e-4,0.031788894,0.041524313
"IGF1","NonBrain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.036958401,0.017601219,0.006428717,0.045272579,-0.004185321,0.001534502,0.006382323,0.009281098
"Irritability","Brain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.033124024,0.017601219,0.306808,0.563204758,2.0819e-4,0.003569947,0.953400626,0.958976068
"Irritability","Brain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DUP",0.049740784,0.009066861,0.001875417,0.017973955,-0.001949224,0.00190764,0.305683585,0.342550878
"LDL","NonBrain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.027816103,0.017601219,0.04729553,0.178446874,-0.004015959,0.001584592,0.01126498,0.015755634
"LDL","NonBrain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DUP",0.001167769,0.009066861,0.870661846,0.943814809,-0.00275281,8.49665e-4,0.001195914,0.00194609
"Loneliness","Brain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.043322368,0.017601219,0.197112086,0.439270954,0.032693965,0.003634903,1.74e-18,1.28e-17
"Loneliness","Brain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DUP",0.065232121,0.009066861,2.10629e-4,0.003332225,0.00957774,0.002083903,4.79e-6,1.11e-5
"Menarche","NonBrain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.033770968,0.017601219,0.075557547,0.242590098,0.001415525,0.002226527,0.524936759,0.561491398
"Menarche","NonBrain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DUP",0.002043123,0.009066861,0.83464504,0.925764414,0.00148098,0.001158087,0.200962945,0.233093694
"Menopause","NonBrain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.027702226,0.017601219,0.264106231,0.519157391,-0.004037138,0.002925448,0.167586944,0.196835483
"Menopause","NonBrain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DUP",0.001112204,0.009066861,0.930610877,0.970854733,-0.003966912,0.001473156,0.007086384,0.010236504
"MET","NonBrain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DUP",-0.018741323,0.009066861,0.021430376,0.106019438,6.26691e-4,9.64191e-4,0.515715268,0.552546736
"MET","NonBrain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.036667039,0.017601219,0.026830751,0.123216539,0.002953536,0.00186083,0.112464973,0.135791517
"Miserableness","Brain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.019434505,0.017601219,0.495164766,0.730459344,0.018521482,0.003217065,7.78e-9,2.52e-8
"Miserableness","Brain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DUP",0.015875509,0.009066861,0.276923893,0.532001711,0.0070879,0.001736378,4.33e-5,8.87e-5
"MoodAnxiety","Brain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.031638578,0.017601219,0.03023442,0.133063832,0.014918052,0.001640912,9.83e-20,8.03e-19
"MoodAnxiety","Brain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DUP",0.038732044,0.009066861,2.02e-7,9.67e-6,0.004695325,8.94661e-4,1.54e-7,4.27e-7
"MoodSwings","Brain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.073570726,0.017601219,0.010597827,0.065019931,0.023633443,0.003228598,1.56e-13,7.73e-13
"MoodSwings","Brain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DUP",0.049316782,0.009066861,6.70672e-4,0.008324593,0.008504458,0.001742871,1e-6,2.5e-6
"Neuroticism","Brain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.028911999,0.017601219,0.05968935,0.208825326,0.010876755,0.001710676,2.04e-10,7.77e-10
"Neuroticism","Brain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DUP",0.027968846,0.009066861,2.99572e-4,0.004476023,0.003947393,9.20757e-4,1.81e-5,3.91e-5
"Platelet","NonBrain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DUP",0.012123603,0.009066861,0.078813999,0.249853552,8.62502e-4,8.15612e-4,0.290288282,0.326759323
"Platelet","NonBrain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DEL",0.015809312,0.017601219,0.240325639,0.491551002,0.001439997,0.00150686,0.339260899,0.377262608
"Reaction","Brain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DEL",0.011586859,0.017601219,0.368291775,0.62253136,0.01652689,0.00144914,4e-30,7.06e-29
"Reaction","Brain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DUP",0.030516817,0.009066861,3.58e-6,1.16784e-4,0.003828622,7.81221e-4,9.55e-7,2.4e-6
"Redblood","NonBrain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DUP",0.004541173,0.009066861,0.453469873,0.697064069,5.17593e-4,7.16295e-4,0.469927544,0.508089192
"Redblood","NonBrain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DEL",0.020068102,0.017601219,0.089699929,0.272172343,0.001553409,0.001323365,0.240462804,0.27475095
"RiskTaking","Brain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DUP",-0.03752954,0.009066861,0.02790738,0.126472414,-0.00419443,0.002039895,0.038925029,0.050255654
"RiskTaking","Brain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.089082095,0.017601219,0.011797303,0.070365152,-0.010957784,0.003840875,0.003867027,0.005827329
"SexPartners","NonBrain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DUP",-0.010196828,0.009066861,0.156721434,0.384257161,-0.002789142,8.59268e-4,0.001170685,0.001907974
"SexPartners","NonBrain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.027132941,0.017601219,0.065172013,0.220101233,-0.008461682,0.001633652,2.22e-7,6.04e-7
"StandingHeight","NonBrain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.029883916,0.017601219,0.001837016,0.017740148,-0.012820026,0.001077447,1.22e-32,2.82e-31
"StandingHeight","NonBrain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DUP",0.00543607,0.009066861,0.269041189,0.52377695,-0.003486911,5.82836e-4,2.2e-9,7.52e-9
"SymbolDigit","Brain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DUP",-0.016774428,0.009066861,0.147126559,0.369239236,-0.00745113,0.001375209,6.03e-8,1.77e-7
"SymbolDigit","Brain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DEL",0.030640037,0.017601219,0.187328833,0.425503453,-0.015746263,0.002664216,3.42e-9,1.15e-8
"TDI","Brain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DEL",0.003812398,0.017601219,0.776182272,0.896381394,0.017269729,0.001505786,1.91e-30,3.47e-29
"TDI","Brain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DUP",0.010123146,0.009066861,0.140715234,0.358193036,0.008057462,8.14155e-4,4.33e-23,4.45e-22
"TrailMaking1","Brain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.029255858,0.017601219,0.271300192,0.525964135,0.010938224,0.002997372,2.63082e-4,4.7819e-4
"TrailMaking1","Brain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DUP",0.004744261,0.009066861,0.72037177,0.866038624,0.005447593,0.001576521,5.49534e-4,9.46519e-4
"TrailMaking2","Brain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.036690199,0.017601219,0.15283994,0.378568051,0.016982306,0.002922501,6.23e-9,2.04e-8
"TrailMaking2","Brain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DUP",0.016343193,0.009066861,0.202831775,0.447937835,0.007700161,0.001519034,4e-7,1.05e-6
"Triglycerides","NonBrain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DUP",-0.003182696,0.009066861,0.647939569,0.826876207,0.001058765,8.26019e-4,0.19992418,0.23194341
"Triglycerides","NonBrain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DEL",0.018621518,0.017601219,0.171985914,0.405440131,0.004829497,0.001539982,0.001712382,0.002725367
"VSWM1","Brain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DUP",0.013536432,0.009066861,0.059153993,0.207396508,0.002948245,8.5131e-4,5.33872e-4,9.21689e-4
"VSWM1","Brain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DEL",0.013898418,0.017601219,0.321469525,0.578347995,0.009283209,0.001577402,3.98e-9,1.32e-8
"VSWM2","Brain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DEL",0.008198895,0.017601219,0.539053427,0.761533407,0.011750603,0.001504325,5.68e-15,3.15e-14
"VSWM2","Brain","lamp5_lhx6_and_chandelier","SC_Siletti31","Brain","Neuron",NA,"DUP",0.034629513,0.009066861,3.82e-7,1.7e-5,0.002712197,8.08713e-4,7.97401e-4,0.001337168
"Albumin","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",-0.013495128,0.019894381,0.405557013,0.657496639,-0.004902226,0.001553852,0.001605739,0.002565021
"Albumin","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",0.001182234,0.00640972,0.82393203,0.921189298,-0.002920585,7.49375e-4,9.73e-5,1.89653e-4
"BirthWeight","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",-0.002940538,0.019894381,0.884150457,0.949455235,-0.006449816,0.002021394,0.001419088,0.002282639
"BirthWeight","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",0.00810249,0.00640972,0.223813426,0.473490874,-0.002264844,9.28631e-4,0.014732519,0.02024558
"BMD","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",-9.68269e-4,0.00640972,0.879926494,0.947631672,-0.003027268,9.10485e-4,8.84635e-4,0.001472932
"BMD","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",-0.025197307,0.019894381,0.205316006,0.451421674,3.94361e-4,0.001870586,0.833026132,0.851151657
"BMI","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",-0.009289671,0.019894381,0.539300871,0.761574848,0.01345223,0.001465686,4.41e-20,3.69e-19
"BMI","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",-0.013270946,0.00640972,0.008113577,0.053530791,0.005186146,7.06785e-4,2.18e-13,1.07e-12
"Calcium","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",-0.006962036,0.00640972,0.196497798,0.438466799,0.001417454,7.59636e-4,0.062047008,0.077812576
"Calcium","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",-0.019898268,0.019894381,0.226416179,0.476789119,-0.002857995,0.001575784,0.069725089,0.086794034
"Cholesterol","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",-0.001199116,0.00640972,0.814217359,0.915625439,-0.003407869,7.19101e-4,2.15e-6,5.17e-6
"Cholesterol","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",0.007443824,0.019894381,0.629752345,0.814680433,-0.008320313,0.001490793,2.39e-8,7.33e-8
"Depression","Brain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",-1.398e-4,0.00640972,0.905588688,0.959285869,7.67518e-4,1.66243e-4,3.9e-6,9.09e-6
"Depression","Brain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",0.008772884,0.019894381,0.013740148,0.078612023,7.32167e-4,3.44038e-4,0.033324748,0.043438462
"EA","Brain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",-0.037909536,0.019894381,0.011560015,0.069414651,-0.017350155,0.00145394,8.04e-33,1.92e-31
"EA","Brain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",0.012701231,0.00640972,0.010596355,0.065019931,-0.009472446,7.02878e-4,2.19e-41,1.63e-39
"FEV1","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",-0.009863179,0.019894381,0.395238442,0.647274584,-0.015418272,0.00112136,5.24e-43,4.78e-41
"FEV1","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",0.008565019,0.00640972,0.026574786,0.122421124,-0.006819545,5.47282e-4,1.24e-35,4.1e-34
"FI","Brain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",-0.030491165,0.019894381,0.113364143,0.31520346,-0.021337979,0.001967747,2.16e-27,3.06e-26
"FI","Brain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",0.00362854,0.00640972,0.560297359,0.775010133,-0.009584384,9.26334e-4,4.38e-25,5.17e-24
"FVC","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",-0.013544696,0.019894381,0.228458345,0.479069441,-0.015064118,0.001087102,1.18e-43,1.22e-41
"FVC","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",0.009667294,0.00640972,0.0098178,0.061562059,-0.006957499,5.30531e-4,2.78e-39,1.52e-37
"Gamma","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",-0.006158693,0.019894381,0.674387891,0.841080789,0.003840899,0.001415894,0.006673979,0.009674784
"Gamma","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",-0.018991976,0.00640972,8.96e-5,0.001664361,0.003724422,6.83034e-4,4.96e-8,1.47e-7
"Glucose","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",-0.007173807,0.019894381,0.659783077,0.832423489,0.003945229,0.001568044,0.011869256,0.016538247
"Glucose","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",-0.007629984,0.00640972,0.153426262,0.379194865,0.001428561,7.54307e-4,0.058242599,0.073339962
"GP","Brain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",-0.001128718,0.00640972,0.637400672,0.819580674,0.001560908,3.37407e-4,3.73e-6,8.72e-6
"GP","Brain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",0.013561692,0.019894381,0.060487706,0.210674394,7.3829e-4,6.98665e-4,0.290642161,0.327132769
"GuiltyFeelings","Brain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",-0.009277176,0.00640972,0.419368384,0.66849591,0.004908964,0.00158978,0.002140995,0.003358032
"GuiltyFeelings","Brain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",0.029095028,0.019894381,0.402333042,0.654392734,-7.17413e-4,0.003387156,0.832017387,0.850297166
"HbA1c","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",-0.006131219,0.00640972,0.210694797,0.458756424,0.003598919,6.90464e-4,1.87e-7,5.12e-7
"HbA1c","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",0.008062099,0.019894381,0.585419009,0.789803049,0.008167891,0.001434618,1.25e-8,3.94e-8
"HDL","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",-0.002821075,0.00640972,0.565275055,0.778856526,-0.003754119,6.9115e-4,5.59e-8,1.64e-7
"HDL","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",-0.009632142,0.019894381,0.519947498,0.748804122,-0.012289525,0.001433784,1.03e-17,7.11e-17
"HeartRate","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",-0.006823918,0.00640972,0.188583474,0.427186332,0.004003468,7.35179e-4,5.17e-8,1.52e-7
"HeartRate","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",-0.035737026,0.019894381,0.022850182,0.110892355,0.011794585,0.00152728,1.14e-14,6.18e-14
"Hypertention","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",0.003081311,0.00640972,0.79320203,0.904490011,0.00658451,0.001641923,6.81e-5,1.35651e-4
"Hypertention","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",0.030765269,0.019894381,0.386573674,0.638832508,0.008567826,0.003432942,0.013125823,0.018159108
"IGF1","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",-0.014322298,0.019894381,0.344169665,0.600986623,-0.005819866,0.001463375,6.98e-5,1.38821e-4
"IGF1","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",0.008898959,0.00640972,0.075478696,0.242522112,-0.002794669,7.05993e-4,7.54e-5,1.49478e-4
"Irritability","Brain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",-0.006455791,0.00640972,0.579035595,0.78665453,0.002510285,0.001619868,0.122649404,0.147235025
"Irritability","Brain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",-0.014140857,0.019894381,0.689057444,0.848247147,-0.001178094,0.003422364,0.730224479,0.756724148
"LDL","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",4.3881e-4,0.00640972,0.932455027,0.971534462,-0.002670202,7.29264e-4,2.5077e-4,4.5761e-4
"LDL","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",0.009826612,0.019894381,0.530209805,0.756230203,-0.006283067,0.0015117660000000001,3.24e-5,6.76e-5
"Loneliness","Brain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",-0.021141387,0.00640972,0.109100789,0.307160044,0.016098597,0.001710859,3.03e-20,2.57e-19
"Loneliness","Brain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",0.033143377,0.019894381,0.381563473,0.634238329,0.027728104,0.003507526,8.11e-15,4.45e-14
"Menarche","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",-0.003380382,0.019894381,0.875230283,0.945683444,-6.66665e-4,0.002122217,0.753417899,0.778088219
"Menarche","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",-0.007762363,0.00640972,0.2716796,0.526143578,0.00219831,9.96752e-4,0.02742193,0.036158423
"Menopause","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",-0.033778713,0.019894381,0.246756096,0.499171975,-0.004156987,0.002795879,0.137062913,0.16316068
"Menopause","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",0.016466961,0.00640972,0.071748957,0.234647485,-0.005063596,0.001256149,5.56e-5,1.12164e-4
"MET","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",-0.001420386,0.019894381,0.936472172,0.972995562,7.52959e-4,0.001805586,0.676666637,0.706469007
"MET","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",-0.008206638,0.00640972,0.155262328,0.3820437,-2.16594e-4,8.44547e-4,0.797594358,0.818397319
"Miserableness","Brain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",-0.006820237,0.019894381,0.829664619,0.923534996,0.017385426,0.003095496,1.68e-8,5.26e-8
"Miserableness","Brain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",-0.028236085,0.00640972,0.007479901,0.050294423,0.010261513,0.001485819,4.11e-12,1.81e-11
"MoodAnxiety","Brain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",-0.014264165,0.00640972,0.008479203,0.055172649,0.008731078,7.61161e-4,1.87e-30,3.41e-29
"MoodAnxiety","Brain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",0.018680262,0.019894381,0.253859816,0.50747419,0.011739402,0.001573448,8.61e-14,4.35e-13
"MoodSwings","Brain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",-0.02728413,0.00640972,0.009124902,0.058304775,0.014260312,0.001504866,1.15e-21,1.07e-20
"MoodSwings","Brain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",0.048773926,0.019894381,0.123462896,0.331806534,0.016177227,0.003097085,1.47e-7,4.09e-7
"Neuroticism","Brain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",-0.012757961,0.00640972,0.020841707,0.10387196,0.00705703,7.96167e-4,7.77e-19,5.92e-18
"Neuroticism","Brain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",0.015915953,0.019894381,0.351773802,0.607645995,0.008143508,0.0016548,8.61e-7,2.17e-6
