Trait,"Trait_Cat","Geneset","Geneset_Type","Geneset_Cat","Geneset_SubCat","Geneset_Cat_Detailed","CNV_Type","Effectsize","se","p_value","FDR_p_value","Effectsize_outside","se_outside","p_value_outside","FDR_p_value_outside"
"EA","Brain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",-0.050583519,0.011308413,7.71e-6,2.24996e-4,-0.015839161,0.001515323,1.43e-25,1.76e-24
"FEV1","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",-0.013251929,0.005898902,0.02467204,0.116933295,-0.005171534,6.81838e-4,3.34e-14,1.74e-13
"FEV1","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",-0.088398593,0.008781877,7.859999999999999e-24,5.810000000000001e-21,-0.00943073,0.001172459,8.75e-16,5.15e-15
"FI","Brain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",-0.019856737,0.016088668,0.217127084,0.466213359,-0.021922334,0.00201844,1.79e-27,2.56e-26
"FI","Brain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",-0.07028615,0.009976737,1.86e-12,2.46e-10,-0.003691374,0.001142415,0.001232853,0.002002456
"FVC","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",-0.018328494,0.005718329,0.001349707,0.014144103,-0.004808037,6.60962e-4,3.49e-13,1.69e-12
"FVC","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",-0.092834502,0.008513002,1.1e-27,2.03e-24,-0.008912918,0.001136626,4.46e-15,2.49e-14
"Gamma","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",-0.024162877,0.007316542,9.58353e-4,0.010938234,0.004433941,8.52046e-4,1.95e-7,5.35e-7
"Gamma","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",0.074647105,0.010983947,1.08e-11,1.15e-9,-0.002235482,0.001476408,0.129992286,0.155318731
"Glucose","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",0.011473947,0.0081194390000000009,0.157613814,0.385486697,-6.8e-5,9.38547e-4,0.942269263,0.949458238
"Glucose","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",0.015167639,0.012347468,0.219297336,0.468222602,0.002501698,0.001634522,0.12588445,0.150788144
"GP","Brain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",-0.001042673,0.005459536,0.848539781,0.932876423,0.001546543,7.26864e-4,0.033363076,0.04348076
"GP","Brain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",0.00687997,0.003619035,0.057296005,0.20338709,9.18401e-4,4.21905e-4,0.029496466,0.03872131
"GuiltyFeelings","Brain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",0.027686033,0.026318881,0.294825909,0.551684357,-0.001321171,0.00352834,0.707521559,0.735464434
"GuiltyFeelings","Brain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",0.03986086,0.017128863,0.020403198,0.102549813,9.28306e-4,0.002006527,0.64360641,0.675001845
"HbA1c","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",0.007124196,0.007391075,0.335100809,0.592707302,0.002597516,8.65104e-4,0.002677464,0.004135002
"HbA1c","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",0.071734547,0.011242593,1.77e-10,1.52e-8,0.003284511,0.001490397,0.027540174,0.036291693
"HDL","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",-0.019654626,0.007440746,0.008254663,0.05405178,-0.002359359,8.59823e-4,0.00606972,0.008862235
"HDL","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",-0.046503149,0.011173752,3.16e-5,7.06681e-4,-0.009468059,0.001498246,2.63e-10,9.87e-10
"HeartRate","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",0.006315316,0.00790595,0.424403636,0.673220224,0.003024754,9.19519e-4,0.001003756,0.001656353
"HeartRate","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",0.047587939,0.01196744,7e-5,0.001349282,0.006547959,0.001586356,3.67e-5,7.6e-5
"Hypertention","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",0.018733096,0.017732321,0.291667811,0.547367452,0.005300802,0.002068267,0.010536466,0.014801082
"Hypertention","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",0.0351516,0.026413283,0.18597999,0.423708904,0.007674146,0.00357208,0.032667809,0.042623466
"IGF1","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",-0.003164165,0.007551953,0.675226393,0.841271702,-0.001919668,8.79421e-4,0.029045476,0.038173317
"IGF1","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",-0.060578329,0.01129074,8.09e-8,4.29e-6,-0.001935947,0.001526855,0.204823317,0.237273592
"Irritability","Brain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",-0.006107708,0.017532815,0.727253749,0.870703153,0.002599693,0.002037156,0.202707318,0.234987982
"Irritability","Brain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",0.026017192,0.026394877,0.325895656,0.582856274,-0.003957349,0.0035782,0.266380835,0.301777231
"LDL","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",-0.002946642,0.007811092,0.705996786,0.858243298,-0.00242279,9.09489e-4,0.007724308,0.011095161
"LDL","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",-0.022566051,0.011693098,0.053624768,0.194463732,-0.004154881,0.001577257,0.008432773,0.012048448
"Loneliness","Brain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",0.067494669,0.026282298,0.011030256,0.066950982,0.02471813,0.003651846,3.38e-11,1.38e-10
"Loneliness","Brain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",0.070827761,0.018492588,1.48261e-4,0.002509248,0.008804517,0.002223241,8.2e-5,1.61679e-4
"Menarche","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",-0.059594333,0.017053046,4.74783e-4,0.0064372,0.003377055,0.00218992,0.123052937,0.147650456
"Menarche","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",0.026939379,0.010675704,0.011622325,0.069545887,-6.05247e-4,0.00123569,0.624272339,0.656400088
"Menopause","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",-0.01546001,0.025999653,0.552096022,0.768962304,-0.004954054,0.002815683,0.078503293,0.097002816
"Menopause","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",-0.053975359,0.014008278,1.16683e-4,0.002057186,5.81068e-4,0.001571765,0.711613098,0.739094295
"MET","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",-0.00159482,0.009220053,0.862672761,0.940248532,-6.97995e-4,0.001045578,0.504409218,0.541570818
"MET","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",-0.01037997,0.01445257,0.472628718,0.712144647,0.001417068,0.001852508,0.444304183,0.482642834
"Miserableness","Brain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",0.019705527,0.015828658,0.213061916,0.46123399,0.006728663,0.001854111,2.80886e-4,5.08179e-4
"Miserableness","Brain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",0.028413726,0.024278374,0.240623705,0.491687624,0.015254789,0.003207233,1.83e-6,4.44e-6
"MoodAnxiety","Brain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",0.019202177,0.012393391,0.121289191,0.327930856,0.011523115,0.001643225,2.34e-12,1.06e-11
"MoodAnxiety","Brain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",0.030319121,0.008083623,1.76378e-4,0.002898874,0.00528094,9.53192e-4,3.02e-8,9.18e-8
"MoodSwings","Brain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",0.036531026,0.024674891,0.136762061,0.352068292,0.016372562,0.003200055,2.65e-7,7.12e-7
"MoodSwings","Brain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",0.040637234,0.015865764,0.010312504,0.063852056,0.009076262,0.001860538,1.03e-6,2.56e-6
"Neuroticism","Brain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",0.019298842,0.013745318,0.160310722,0.389059261,0.00778343,0.00169228,4.24e-6,9.85e-6
"Neuroticism","Brain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",0.031388096,0.008537046,2.36312e-4,0.003691163,0.003581355,9.86525e-4,2.83162e-4,5.11732e-4
"Platelet","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",-0.02259496,0.007510921,0.002627457,0.023194818,0.00373956,8.73656e-4,1.87e-5,4.02e-5
"Platelet","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",0.043725525,0.011345166,1.16168e-4,0.00205055,-8.61256e-4,0.001503075,0.566647814,0.601712452
"Reaction","Brain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",0.043733592,0.007169535,1.06e-9,7.97e-8,0.002610334,8.35139e-4,0.001774387,0.002817382
"Reaction","Brain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",0.049753088,0.01087129,4.73e-6,1.47853e-4,0.013645313,0.001448988,4.66e-21,4.13e-20
"Redblood","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",0.002275701,0.006596654,0.730111006,0.872711273,6.91412e-4,7.67295e-4,0.36753381,0.406449579
"Redblood","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",0.01910822,0.009965147,0.055174463,0.198236738,0.001423731,0.001320038,0.280787692,0.316909167
"RiskTaking","Brain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",-0.008533022,0.018659985,0.646920718,0.826146185,-0.006454683,0.002186902,0.002984513,0.004575933
"RiskTaking","Brain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",-0.024226923,0.029524773,0.408050211,0.659286316,-0.01471861,0.003875064,1.08664e-4,2.10148e-4
"SexPartners","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",-0.017457467,0.00800884,0.029274744,0.130078705,-0.002174858,9.19002e-4,0.017955615,0.024340126
"SexPartners","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",-0.021175812,0.012891578,0.100464815,0.291730573,-0.00874551,0.001624051,7.25e-8,2.1e-7
"StandingHeight","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",-0.065602564,0.007982749,2.07e-16,4.79e-14,-0.009809943,0.001075453,7.43e-20,6.13e-19
"StandingHeight","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",0.00750323,0.005353266,0.16103025,0.390293211,-0.00369784,6.23647e-4,3.04e-9,1.03e-8
"SymbolDigit","Brain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",-0.010523772,0.022262611,0.636420392,0.818887478,-0.013280119,0.002636975,4.76e-7,1.24e-6
"SymbolDigit","Brain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",-0.034300243,0.013577452,0.011529328,0.069353679,-0.006033456,0.001513704,6.73e-5,1.34106e-4
"TDI","Brain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",0.035847922,0.007466145,1.58e-6,5.8e-5,0.005877193,8.71085e-4,1.51e-11,6.36e-11
"TDI","Brain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",0.077597043,0.011167943,3.71e-12,4.49e-10,0.011651674,0.001503078,9.07e-15,4.95e-14
"TrailMaking1","Brain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",0.015839946,0.025823628,0.539619749,0.761704711,0.008326713,0.002979857,0.005201401,0.007671664
"TrailMaking1","Brain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",0.036269121,0.015436986,0.018800295,0.097099846,0.002974938,0.001725955,0.084773625,0.104202382
"TrailMaking2","Brain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",0.038615064,0.015074793,0.0104213,0.064249653,0.005924588,0.001671787,3.94447e-4,6.96177e-4
"TrailMaking2","Brain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",0.03935896,0.024801509,0.11252456,0.313418463,0.012566185,0.002921669,1.7e-5,3.69e-5
"Triglycerides","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",0.001440001,0.007597873,0.849680002,0.933486823,6.8724e-4,8.84065e-4,0.43694456,0.475256517
"Triglycerides","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",0.041545336,0.011369727,2.58187e-4,0.003965833,0.0028660169999999998,0.001532788,0.061511348,0.077199717
"VSWM1","Brain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",0.010034912,0.007850516,0.20116247,0.445315063,0.003202029,9.11131e-4,4.40888e-4,7.71582e-4
"VSWM1","Brain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",0.033123219,0.011970616,0.005656973,0.04154638,0.007785884,0.001570169,7.1e-7,1.82e-6
"VSWM2","Brain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",0.018762774,0.01143194,0.100744412,0.292312936,0.010988672,0.001500203,2.4e-13,1.17e-12
"VSWM2","Brain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",0.029625438,0.007443836,6.9e-5,0.001338789,0.003007982,8.653e-4,5.08567e-4,8.815e-4
"Albumin","NonBrain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DUP",0.001662113,0.005145382,0.74667273,0.882088066,-0.002949814,7.40309e-4,6.76e-5,1.34773e-4
"Albumin","NonBrain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DEL",0.007083844,0.011595675,0.541263518,0.762255687,-0.006140096,0.001526922,5.79e-5,1.1662e-4
"BirthWeight","NonBrain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DUP",0.001728278,0.006492784,0.790097356,0.903317366,-0.001827465,9.21435e-4,0.047337112,0.06038901
"BirthWeight","NonBrain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DEL",0.002391927,0.014620828,0.870048354,0.943530444,-0.006899234,0.002009005,5.94503e-4,0.001018283
"BMD","NonBrain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DUP",-0.002652741,0.006242182,0.670858769,0.838856263,-0.002902689,8.91638e-4,0.001132248,0.001851449
"BMD","NonBrain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DEL",0.005695459,0.014217547,0.688719663,0.848018754,-0.001229097,0.001855492,0.507708886,0.544678694
"BMI","NonBrain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DUP",-0.006160441,0.004858069,0.204768545,0.450801654,0.004669023,6.98751e-4,2.36e-11,9.78e-11
"BMI","NonBrain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DEL",0.010235163,0.010971482,0.35087838,0.606640081,0.012484794,0.001439058,4.12e-18,2.96e-17
"Calcium","NonBrain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DUP",0.004268397,0.005218896,0.413429829,0.664434379,6.16984e-4,7.50401e-4,0.41096009,0.450023812
"Calcium","NonBrain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DEL",0.008304251,0.011757685,0.480012711,0.71864525,-0.00447534,0.001548373,0.003848341,0.005802126
"Cholesterol","NonBrain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DUP",-0.003999413,0.004945012,0.418643833,0.66849591,-0.003208935,7.11448e-4,6.47e-6,1.48e-5
"Cholesterol","NonBrain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DEL",0.003585318,0.011123039,0.747200941,0.882301933,-0.008292939,0.001463401,1.46e-8,4.57e-8
"Depression","Brain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DUP",0.00140573,0.001142897,0.218708574,0.467640536,6.58263e-4,1.64348e-4,6.19e-5,1.24068e-4
"Depression","Brain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DEL",0.002903056,0.002579902,0.260480252,0.514711038,0.001006176,3.37386e-4,0.002861366,0.004401552
"EA","Brain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DUP",-0.004881784,0.004838616,0.313012896,0.570043753,-0.008212777,6.95236e-4,3.38e-32,7.4e-31
"EA","Brain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DEL",-0.007695145,0.010932689,0.481516797,0.71967227,-0.019045458,0.001426259,1.15e-40,7.82e-39
"FEV1","NonBrain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DUP",-0.003778757,0.003740207,0.312348897,0.569433986,-0.005935159,5.409e-4,5.22e-28,7.78e-27
"FEV1","NonBrain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DEL",-0.003976776,0.008475939,0.638938279,0.820699464,-0.01588328,0.001103094,5.41e-47,1.31e-44
"FI","Brain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DUP",-0.005791553,0.006100361,0.342428866,0.599548414,-0.008901414,9.25855e-4,7.02e-22,6.670000000000001e-21
"FI","Brain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DEL",-0.010452498,0.014047582,0.456829894,0.699178903,-0.022576866,0.001953023,6.679999999999999e-31,1.28e-29
"FVC","NonBrain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DUP",-0.002458199,0.003625747,0.49778217,0.731984248,-0.00608711,5.24342e-4,3.75e-31,7.389999999999999e-30
"FVC","NonBrain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DEL",-0.005701101,0.008217086,0.487801456,0.724123115,-0.015601069,0.001069404,3.42e-48,1.15e-45
"Gamma","NonBrain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DEL",-0.004756432,0.010564333,0.652541301,0.828822727,0.003893006,0.001390118,0.005102796,0.007537504
"Gamma","NonBrain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DUP",-0.007646518,0.00469218,0.103180452,0.296987906,0.00290735,6.75554e-4,1.68e-5,3.65e-5
"Glucose","NonBrain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DUP",-5.72417e-4,0.005184012,0.912076616,0.961915003,9.19804e-4,7.44801e-4,0.216844208,0.250063111
"Glucose","NonBrain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DEL",0.024277825,0.011665176,0.037414224,0.153602887,0.002006944,0.001543524,0.193521234,0.224973758
"GP","Brain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DUP",-6.86234e-4,0.002318328,0.767227338,0.891611107,0.001527156,3.33459e-4,4.66e-6,1.08e-5
"GP","Brain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DEL",0.001128942,0.005241156,0.829456001,0.923484536,0.001376418,6.86285e-4,0.044898825,0.057436947
"GuiltyFeelings","Brain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DUP",0.005509257,0.011120377,0.620746587,0.809046713,0.003868701,0.001574146,0.014320815,0.019710943
"GuiltyFeelings","Brain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DEL",0.012457428,0.025207105,0.621480305,0.809166153,-5.92e-5,0.003340552,0.985550433,0.986951595
"HbA1c","NonBrain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DEL",-0.014455908,0.010769439,0.179496759,0.41388902,0.009662793,0.001410482,7.36e-12,3.18e-11
"HbA1c","NonBrain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DUP",-8.02e-5,0.004756213,0.986548377,0.994490869,0.003163669,6.82194e-4,3.53e-6,8.27e-6
"HDL","NonBrain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DEL",-0.013258295,0.010699283,0.215281056,0.464136041,-0.012088649,0.001408933,9.52e-18,6.61e-17
"HDL","NonBrain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DUP",0.003054821,0.004747984,0.5199693,0.748804122,-0.00416699,6.82744e-4,1.04e-9,3.67e-9
"HeartRate","NonBrain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DUP",0.004403186,0.005025757,0.380963188,0.633739033,0.003201542,7.26264e-4,1.04e-5,2.32e-5
"HeartRate","NonBrain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DEL",0.009219895,0.011410251,0.419070244,0.66849591,0.009486462,0.001503392,2.79e-10,1.05e-9
"Hypertention","NonBrain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DUP",0.012413664,0.011350303,0.275572451,0.530666524,0.005929141,0.001621208,2.74441e-4,4.9737e-4
"Hypertention","NonBrain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DEL",0.013986648,0.025939826,0.590119595,0.792906182,0.009379784,0.003357927,0.005604585,0.008222874
"IGF1","NonBrain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DUP",0.007616259,0.004862986,0.117309816,0.32178614,-0.002693577,6.98529e-4,1.15242e-4,2.21701e-4
"IGF1","NonBrain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DEL",0.007856167,0.010910876,0.471506455,0.711235079,-0.00717036,0.001435961,5.93e-7,1.53e-6
"Irritability","Brain","prostate","Tissue_Fantom60","NonBrain",NA,"male_reproductive","DUP",0.016542754,0.011107078,0.13809208,0.354443527,8.96105e-4,0.001603225,0.576613491,0.611329326
